Array,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4
CD28_185_197,1,1,1,0,1,2,1,1,3,0,0,0,0,0,2,0,-1,4,0,1,4,-1,2,3,0,2,3,-2,2,6,3,2,2,1,3,5,1,1,1,2,1,5,2,1,3,0,-1,3,2,0,3,-1,1,4,0,0,3,1,2,7,1,2,5,0,0,1,4,10,1,-1,1,2,1,2,1,1,1,0,-1,0,0,1,1,1,3,2,-1,1,1,-1,1,0,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,1,0,0,-1,3,2,-1,2,1,4,3,0,2,0,1,3,2,0,-1,0,0,1,2,-1,0,-2,3,3,2,2,0,0,1,1,0,2,2,0,2,1,0,0,3,1,1,3,1,1,3,-1,1,1,1,0,2,1,-1,1,1,2,4,0,1,3,0,1,2,0,2,0,0,0,1,0,2,2,1,1,0,0,1,2,2,2,1,0,-1,0,-1,2,3,1,0,2,3,3,0,0,3,0,0,4,-1,1,2,-1,1,5,0,4,2,0,1,4,0,3,3,0,2,2,1,2,5,0,2,5,2,0,5,-1,0,5,0,3,4,1,2,8,0,3,5,1,3,3,1,3,4,2,1,6,1,-3,5,0,3,5,3,3,3,1,0,0,2,4
CD3E_193_205,0,2,3,2,1,3,2,4,6,2,4,8,3,5,11,1,4,10,3,6,12,3,5,12,4,4,12,2,8,15,3,8,12,4,8,12,4,7,17,3,8,14,1,7,17,3,9,13,3,8,16,4,8,15,4,9,15,1,9,17,4,7,20,2,4,8,18,39,1,0,0,1,2,3,0,3,6,1,4,6,3,0,6,0,4,5,2,5,5,1,1,8,1,4,8,-1,4,8,1,2,6,0,6,9,2,4,10,0,3,9,2,4,8,2,5,10,2,5,8,2,5,8,1,5,4,1,4,10,2,4,9,1,1,4,9,15,-1,-1,0,0,2,3,0,1,1,1,2,1,2,1,6,1,1,3,0,3,4,1,1,3,2,-1,3,1,1,3,0,2,4,2,1,2,1,3,5,2,2,4,-1,1,6,3,2,3,1,3,6,0,3,6,2,3,3,1,5,5,1,3,5,-1,1,2,5,12,1,0,0,0,2,-1,0,1,5,0,3,6,0,2,6,0,2,4,3,3,3,1,4,5,2,3,8,3,3,9,2,4,6,2,4,6,2,7,8,0,5,12,2,7,9,3,5,10,2,6,10,0,5,10,3,7,10,2,6,7,3,5,11,1,2,6,13,27
FABPH_13_25,1,0,0,1,-1,-2,1,1,-1,0,1,0,0,-1,0,0,1,-1,0,2,-2,0,1,1,1,0,0,1,-1,0,-1,2,0,-1,0,0,1,-1,1,0,1,-1,0,0,4,0,0,1,0,0,2,0,1,3,0,1,1,1,1,0,-2,0,0,0,1,2,0,5,-1,1,1,-1,1,-1,-1,-1,-3,-1,0,-2,-2,-2,-3,-1,0,-2,1,-2,-1,-1,-2,0,-1,-1,0,0,1,-1,1,-1,-1,-1,-1,-1,2,2,-1,0,1,0,1,-1,-2,0,1,0,-1,-1,-1,-1,0,0,0,-1,-1,1,0,-1,0,1,1,-1,-2,0,1,0,1,0,0,0,0,0,1,-2,-3,1,-1,-3,-1,0,0,-1,-1,0,-1,-1,-2,1,-1,0,-1,0,1,1,2,-1,-1,0,0,0,-2,-2,2,0,-2,-2,1,-1,1,1,2,0,1,0,0,0,-1,0,0,0,0,0,1,0,1,2,0,0,1,0,-1,1,0,-1,0,-1,2,-1,0,-1,1,-2,-2,0,0,-2,0,0,-2,-1,-2,0,0,-2,1,0,-1,-1,-1,0,0,0,0,0,-2,0,-1,-1,-2,-3,-1,-1,0,-1,-1,1,1,2,-1,0,-1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,-1,3,1,0,2,-2,1
LAT_194_206,1,0,1,0,-2,0,-2,1,1,1,-1,2,1,-1,1,0,1,1,0,1,3,0,3,5,1,1,5,-1,4,9,3,3,9,2,3,10,2,5,14,1,6,11,3,6,15,3,7,14,3,6,14,3,8,15,1,8,16,5,8,16,1,7,16,1,6,7,18,40,-1,1,0,1,-2,0,-1,2,0,-1,-2,0,0,1,-1,0,0,1,1,-2,1,1,1,3,2,0,3,-1,0,1,1,2,3,0,2,3,0,2,2,1,1,4,0,1,4,2,4,3,1,3,6,1,2,3,1,2,7,0,2,4,1,4,8,-1,2,6,9,17,0,-1,0,2,-2,-3,1,-1,-2,0,0,-3,0,0,-2,1,-1,-1,-1,-1,0,-1,0,0,1,0,0,-1,-1,0,0,1,0,-1,1,1,-1,2,0,2,1,2,0,1,3,1,1,2,1,0,4,0,3,2,-1,3,0,0,2,3,2,2,4,1,2,5,2,14,1,1,0,0,0,-1,-1,0,1,0,0,1,1,1,0,0,2,2,0,1,0,0,2,4,2,3,3,1,3,5,3,3,5,0,3,6,1,4,6,2,2,6,3,4,6,2,3,11,2,6,8,2,6,10,4,4,11,2,8,12,2,6,11,1,-2,4,9,18
MBP_198_210,1,-1,1,0,1,3,1,1,4,-1,1,4,1,1,4,2,2,4,1,3,3,0,3,3,1,2,8,0,0,4,0,0,6,2,3,3,0,0,6,2,4,5,1,3,4,1,3,6,1,-1,4,1,1,6,1,2,6,-1,3,4,1,2,5,0,2,3,8,8,-1,0,2,2,2,1,0,0,2,0,0,1,-1,1,0,0,2,3,1,0,1,1,-1,2,-1,2,0,0,0,0,1,-1,3,1,0,0,0,1,0,-1,-1,2,2,1,1,0,0,-1,-2,0,1,-1,1,2,0,0,2,1,0,-2,0,2,0,0,0,2,0,3,0,2,3,0,2,2,2,0,2,-1,0,2,0,0,0,0,1,3,1,0,1,2,-2,2,1,2,1,1,0,1,0,0,4,0,-1,2,0,1,0,-1,-1,2,0,0,0,-1,-1,-1,1,1,-1,-1,1,1,0,0,-1,0,0,0,0,1,2,1,-1,-1,1,3,-1,-2,0,0,1,1,1,3,2,0,0,1,-2,0,1,1,0,1,0,1,0,1,-2,2,-1,1,0,0,0,-1,1,1,-1,1,2,2,1,1,0,0,2,0,0,-2,1,0,0,-3,-1,0,-1,1,1,0,1,-1,-2,0,0,1,-2,1,2,0,1,0,-1,2
MAPK3_198_210_C203S,1,0,0,0,1,0,-1,1,-1,0,2,2,1,1,2,1,2,4,1,3,3,1,1,1,2,2,7,-1,-1,9,1,4,3,1,4,4,1,4,6,0,5,8,3,1,8,0,4,8,0,3,8,3,5,8,3,6,8,2,6,10,2,4,13,1,1,6,10,23,0,0,1,0,0,0,-1,-2,-2,1,1,-1,0,2,1,0,0,3,-1,1,1,0,0,1,1,1,0,0,1,3,1,0,1,1,1,3,0,0,3,-1,3,1,1,3,3,2,1,3,0,2,2,1,0,5,0,2,3,2,0,4,1,3,4,0,2,3,4,6,0,1,0,0,0,-1,1,0,0,-1,-1,0,1,1,0,1,1,0,0,0,0,1,1,-1,2,1,-1,1,1,2,2,3,1,0,3,3,0,0,1,2,1,1,0,1,2,1,0,2,1,0,3,1,1,1,2,2,1,0,2,0,0,2,3,-1,0,1,3,3,-1,0,-1,0,-1,0,1,1,1,0,2,1,0,0,1,-2,2,-2,1,-1,1,-1,2,1,1,1,2,1,2,5,-1,-1,2,0,2,4,1,1,3,-1,1,3,1,0,3,0,3,7,0,3,4,1,3,4,2,2,5,1,3,5,1,4,7,0,2,3,7,15
C1R_199_211,-1,1,1,-1,1,1,0,1,-1,0,-1,1,1,-1,2,1,-1,1,0,0,1,-1,2,0,0,0,0,0,1,2,-1,3,4,3,3,4,2,2,5,1,3,3,1,3,2,0,3,6,1,1,5,0,1,4,1,3,6,1,3,6,2,2,5,2,1,2,7,14,0,-1,0,1,-2,-1,0,-1,0,0,-1,-1,1,2,0,1,-2,2,-1,0,1,1,1,-1,0,-1,-2,2,0,4,2,1,2,0,2,2,0,0,1,1,2,4,1,-1,5,1,-1,3,1,2,4,0,2,2,2,-1,5,1,3,4,1,2,4,1,1,3,8,10,0,1,0,0,0,-1,0,1,-1,-2,-1,0,-1,0,0,-1,0,-3,-1,1,-1,0,0,0,0,0,1,0,1,1,0,1,0,2,2,1,1,0,2,0,1,3,1,0,1,2,3,1,-1,1,2,1,2,1,-1,1,3,0,2,3,0,2,0,0,1,2,3,12,1,1,2,1,2,0,0,-1,-2,-1,-2,0,2,0,0,1,2,1,0,0,0,1,0,1,-1,1,3,0,1,6,1,3,3,1,1,4,0,1,5,0,0,2,1,1,2,0,2,3,0,1,3,1,2,5,2,4,4,-1,2,5,1,3,4,0,3,4,7,11
MK03_199_208,0,0,1,0,1,0,2,1,2,1,1,3,0,1,4,1,3,5,1,3,6,2,0,7,1,3,6,1,3,5,1,5,8,0,4,9,0,3,7,-1,5,9,3,5,9,1,5,12,1,8,10,2,5,13,1,2,10,1,6,11,3,7,11,1,2,6,11,22,0,0,2,1,0,1,1,-1,1,0,1,0,1,0,1,0,-1,3,1,1,0,1,0,2,0,2,2,1,3,2,0,1,2,-1,1,2,-1,2,1,1,0,4,-1,1,1,2,-1,3,1,1,6,1,2,2,-1,3,4,1,4,0,1,2,4,1,2,2,5,8,1,4,1,1,0,-1,0,1,1,0,-1,0,0,1,1,0,0,2,-1,2,3,1,0,0,0,0,-2,0,0,1,-1,-1,0,-1,0,2,-1,0,3,0,1,1,0,0,3,-2,0,1,1,1,2,0,0,2,0,-1,2,0,-1,1,0,1,2,-1,0,1,3,4,0,-2,-1,0,0,2,0,2,1,-1,0,2,1,0,2,0,0,3,1,0,3,-1,2,0,0,2,4,2,1,0,0,0,3,2,4,3,3,3,3,-1,0,2,0,0,3,1,3,7,1,2,5,1,2,5,0,3,3,1,3,1,2,3,5,-1,1,3,7,13
MK01_198_210,0,1,2,0,-1,0,-1,0,2,1,0,-1,1,1,-1,-1,-1,0,1,-1,1,0,-1,-1,1,-2,-1,1,-3,-1,0,-1,-4,-1,-1,-1,0,1,0,0,-1,-1,0,-1,-3,2,-1,-3,-1,-3,-3,-2,0,0,-1,-2,-2,0,-1,-2,1,-1,-2,-1,1,-3,-5,-4,1,-1,-1,0,-2,-2,0,-1,1,0,0,-3,1,-2,-4,0,0,-2,0,-1,-1,0,1,-3,-2,-3,-2,0,-3,-1,-2,-1,-4,1,-2,-4,-1,-1,-4,1,-2,-2,-2,-3,-2,0,-1,-3,-1,0,-3,2,-2,-1,-2,-2,-5,0,-1,-2,-1,-3,-1,0,0,-3,-2,-5,0,-1,3,-1,-1,0,0,1,-2,-1,-2,0,1,-1,1,-1,1,2,-1,0,-1,0,0,-1,0,-1,0,-1,1,1,-1,-1,-1,-1,1,0,0,0,-2,-1,-2,1,-1,1,-1,-2,-2,-2,-2,-1,-4,-1,1,1,1,-1,-1,-1,-1,-1,-1,-2,-2,0,0,0,-2,-7,1,-3,-1,1,1,-1,0,-1,1,-2,-1,-1,0,1,0,0,-1,-1,0,-2,-1,-1,0,-1,-1,0,-2,-2,-1,-3,-1,-2,-4,-1,-2,-2,-1,1,-2,0,1,-3,0,0,-4,1,-2,-1,1,1,-2,-1,0,-3,0,-2,-1,0,-1,-2,-1,1,-1,0,-1,0,-5,-8
MK01_200_209,1,1,1,1,2,1,1,1,1,-1,0,0,1,2,3,0,1,2,-1,0,3,-1,2,2,1,0,2,1,-1,3,0,2,1,0,1,0,1,0,1,0,2,2,1,-1,2,-1,-1,2,-2,2,1,1,1,1,-1,-1,2,0,2,0,0,-1,0,0,-1,0,0,-1,2,0,2,0,1,1,0,1,2,1,1,2,-1,0,1,1,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,-2,0,-1,-2,0,3,-1,0,0,-3,1,0,0,0,-1,-3,2,0,-2,0,2,1,0,0,0,-2,-1,-2,-1,-1,-1,1,0,-1,-1,0,0,-1,-3,0,1,2,0,0,0,-1,1,2,0,0,2,0,-1,-1,0,0,2,0,-1,-1,0,-1,0,0,0,1,-1,-1,2,-1,0,1,1,1,-1,-1,0,0,-1,1,-1,0,-1,-1,-1,0,-3,-1,0,1,1,0,1,0,-1,0,-1,-1,0,1,-1,-2,-1,-1,0,1,-7,0,0,0,1,0,3,0,1,2,0,1,0,0,1,1,-1,0,1,0,1,0,0,1,0,0,1,1,-1,1,0,0,-1,0,0,1,2,-1,1,-1,0,1,-1,1,0,0,1,1,-1,1,2,0,1,0,1,0,1,0,2,1,-1,0,-1,-1,0,-1,0,-1,-1
CD28_203_215,1,3,2,1,2,7,1,3,10,2,6,9,1,0,12,2,7,8,2,5,8,3,3,9,2,7,12,3,7,11,2,5,12,1,6,12,1,5,12,1,7,10,1,6,11,3,4,10,3,6,12,3,6,13,2,5,12,2,5,13,4,6,11,1,3,5,11,22,0,1,2,3,4,3,1,2,5,1,2,6,2,4,5,2,4,4,2,5,5,1,4,6,0,2,6,2,2,3,1,3,3,1,2,4,1,2,6,1,3,6,0,3,7,0,3,7,2,4,8,2,3,5,2,3,5,2,3,5,0,3,7,1,1,2,8,12,1,3,3,1,2,4,1,3,5,0,2,3,1,2,2,1,0,4,2,1,1,0,1,3,1,3,4,0,3,3,1,3,2,1,2,3,1,0,6,3,2,3,2,2,2,1,3,4,0,0,3,-1,3,3,0,2,5,0,1,4,0,3,2,0,1,2,3,5,1,-1,2,0,1,5,2,1,4,1,2,2,2,4,2,0,2,5,1,5,6,2,4,8,1,3,7,2,4,7,2,4,7,0,5,6,2,5,5,-1,3,6,2,3,9,1,3,7,2,4,5,1,4,7,1,3,9,1,4,11,2,5,9,1,1,4,4,13
PRRX2_202_214,0,1,-2,0,1,1,1,4,7,1,-1,6,1,5,10,2,4,12,2,6,12,3,8,17,3,9,17,4,10,18,4,10,23,3,10,22,4,11,23,6,11,20,6,15,27,5,16,31,7,15,29,6,15,29,5,16,30,6,17,34,7,17,37,5,8,21,39,88,0,0,2,0,0,1,0,-1,2,0,1,3,1,2,5,0,2,6,-1,2,8,1,4,8,2,4,5,1,5,9,1,2,8,2,4,8,3,6,10,2,4,10,2,5,10,3,6,12,1,7,10,2,7,10,4,7,14,0,6,14,1,7,12,3,4,5,14,31,0,2,0,0,-2,2,0,0,2,1,0,4,0,4,1,1,1,5,1,1,4,0,2,3,1,0,7,1,3,6,0,4,3,2,3,6,2,1,5,1,2,8,2,3,8,2,3,7,1,7,6,3,3,10,1,5,8,2,3,9,2,4,14,3,2,4,12,27,1,0,2,-1,1,2,0,0,2,0,2,5,1,-1,9,2,2,8,1,6,7,1,5,10,1,6,10,4,6,11,1,6,11,0,8,16,0,8,11,2,6,14,4,10,18,4,7,18,4,9,18,5,12,19,4,8,27,3,11,25,4,12,24,2,7,11,29,59
ANXA1_14_26,-1,0,2,0,1,3,1,3,3,1,-1,3,2,3,7,3,7,12,3,7,16,4,7,19,5,9,20,4,12,20,5,13,25,8,11,26,7,15,32,8,16,35,7,17,38,9,18,38,9,20,47,10,24,44,7,22,47,8,25,53,10,26,49,5,11,25,53,109,-1,0,1,-1,1,0,-2,1,1,0,1,2,0,1,0,-1,1,2,1,3,4,1,2,1,2,5,4,2,4,8,2,5,10,3,3,6,1,6,10,3,6,8,3,4,14,2,8,13,2,7,12,0,7,15,3,8,16,4,9,18,2,10,15,2,1,11,23,49,-1,-1,0,0,-1,1,1,-1,1,1,0,0,0,3,-1,1,0,2,2,3,1,1,1,3,1,1,2,2,4,5,0,4,5,1,2,5,0,2,6,1,4,8,0,4,8,1,5,8,1,0,9,2,4,10,0,6,10,2,5,12,4,5,11,1,2,9,12,22,0,1,0,1,0,-1,1,1,-2,0,1,2,2,3,3,1,4,7,2,6,7,1,5,9,2,6,13,-1,7,13,3,6,15,4,7,14,3,9,19,5,11,19,5,12,22,5,13,27,6,13,28,7,15,30,5,15,33,5,14,31,7,15,36,3,5,16,25,53
GSK3B_210_222_C218S,1,1,2,0,3,5,3,4,7,2,4,8,2,4,8,2,3,9,3,6,8,2,4,8,1,5,12,1,8,9,3,4,7,3,5,14,2,6,14,3,7,12,3,7,13,3,8,14,3,5,14,1,8,13,4,8,13,4,8,13,3,8,15,2,4,8,17,31,0,-1,4,0,1,2,-1,1,0,1,2,5,1,2,5,1,2,4,0,3,5,1,3,5,0,5,5,2,0,4,2,3,4,1,2,8,-1,3,6,0,1,2,2,3,4,3,2,8,2,1,9,1,3,5,2,3,7,0,4,7,0,2,8,1,2,4,9,15,0,0,4,1,1,6,0,1,4,0,1,4,1,2,3,0,4,5,0,-1,3,2,1,4,1,1,5,1,2,2,1,1,2,0,2,3,1,1,4,0,2,5,1,2,4,3,1,4,1,4,3,1,4,0,1,3,4,1,3,5,0,1,7,0,3,3,2,11,0,1,2,2,2,2,1,0,4,1,1,5,1,2,5,0,2,6,2,5,7,1,0,9,1,4,8,0,4,7,2,3,9,2,5,9,2,4,6,2,3,10,3,4,9,2,5,11,2,4,11,0,6,10,2,5,10,3,4,10,2,5,9,0,-1,4,9,14
MK07_212_224,0,2,1,1,0,2,0,1,3,1,2,4,0,2,5,3,1,1,1,2,4,1,3,8,2,3,2,2,1,7,1,3,6,1,3,8,1,4,7,3,4,7,2,2,7,0,5,8,2,7,8,3,3,10,1,6,10,1,6,10,2,4,10,1,4,5,10,22,-1,3,-1,1,0,1,-1,-1,1,0,2,1,-1,0,1,0,2,0,0,-1,0,-1,2,1,0,2,1,0,1,5,0,2,4,1,0,4,1,1,2,3,2,3,-1,1,5,1,3,3,1,0,3,1,2,3,2,1,6,0,3,5,-1,2,6,0,2,2,5,12,0,1,0,-1,1,1,-1,0,1,1,0,1,-1,1,1,-1,-1,0,0,0,1,0,1,-1,1,2,4,0,0,1,0,0,3,-1,1,3,0,1,0,1,1,1,-1,2,4,1,2,3,1,1,2,1,1,5,2,2,1,2,2,3,2,2,4,0,1,0,3,10,0,-2,1,1,-1,1,1,0,1,0,1,2,1,2,1,-1,0,0,0,0,4,-1,2,1,2,1,0,2,1,4,0,2,1,1,2,5,0,2,2,1,2,3,2,2,5,3,2,4,1,1,6,3,4,8,0,5,4,0,2,5,2,4,4,0,3,3,6,16
JAK1_214_226,-2,0,1,0,2,2,-1,-1,-2,0,1,-1,0,-1,0,-1,-1,0,0,0,-2,-1,0,-1,2,-1,1,-1,0,1,-1,1,4,0,0,-2,0,0,0,-1,0,0,0,0,0,-2,-1,0,0,-2,-2,-1,0,0,-1,2,1,0,1,-1,0,1,2,1,0,2,-2,0,-1,0,1,0,-1,-1,0,0,1,0,0,-1,0,1,0,1,-1,-2,-1,1,2,0,2,0,0,-1,-1,0,0,-1,0,-1,1,0,0,0,-1,1,1,0,1,-1,0,1,0,-3,0,-1,1,1,3,0,0,1,0,-2,-1,0,-2,0,1,0,1,-1,-1,0,0,1,0,0,0,0,1,1,0,2,1,0,2,-1,0,1,0,1,1,-2,0,-1,1,-1,0,2,1,2,3,0,0,1,-1,0,1,1,1,0,-1,1,0,-1,2,3,-1,1,2,1,3,0,0,3,2,1,0,1,0,1,0,0,0,1,-1,2,0,0,0,1,-1,3,0,0,2,-1,-1,1,0,-2,-1,0,-2,-1,0,-1,-1,-1,-1,-1,0,0,-1,1,1,-1,2,-3,-1,0,-1,-1,0,0,-2,1,0,-1,0,0,-3,0,2,-2,2,-1,1,1,-1,0,0,-1,1,1,1,3,0,1,2,0,-1,-1,0,0,-1,1,0,-1,0,2
DYR1A_212_224,-1,-1,3,1,-1,-2,1,-2,0,0,-1,-1,1,-1,0,-1,1,-1,0,-1,-3,0,1,-3,-3,0,-3,0,-3,-3,-1,0,-2,0,-1,-1,-1,-1,-2,0,-1,-2,0,0,-3,0,-1,1,-1,-1,-3,0,-2,0,-1,0,-3,1,1,-2,0,0,-1,0,-1,0,-3,-2,1,-1,1,1,-1,4,-3,-2,-3,-1,-2,-3,-2,-2,-3,0,-1,1,-1,-1,-3,-1,0,-6,0,-1,-5,-3,-2,-2,0,-2,-5,0,-1,-3,-1,-3,-5,-1,-4,-2,-1,-3,-3,-1,-3,-5,-1,-2,-4,-2,-2,-3,0,0,-3,0,-1,-7,-3,-2,-5,0,0,-2,-5,-9,0,0,-1,-1,0,-2,0,-1,-1,-1,-1,-2,0,-2,-2,1,-3,-4,0,-2,-2,-1,-3,-4,0,-2,-3,0,-4,-2,-1,-2,-6,-2,-2,-1,1,-3,-3,-1,-4,-6,0,-1,-5,-2,0,-2,1,-2,-3,0,-3,-5,-1,-1,-3,0,-1,0,-1,1,-5,-1,-2,0,-6,-4,0,1,-1,1,1,-1,0,2,0,1,-1,0,0,0,1,-2,0,-1,0,0,-1,-1,0,-2,0,-3,-5,-2,1,-5,-1,0,-1,-1,-1,-2,-1,-1,-2,0,-3,-2,0,-2,-3,-1,-2,0,-1,0,-3,-1,0,-3,-1,-1,-1,-1,-1,-1,-2,1,-3,0,0,1,-3,-3
CRK_214_226,0,-1,0,-1,0,-2,1,-2,-3,-1,-1,-3,-1,-1,0,0,-1,-1,0,-1,-1,1,-2,0,0,0,0,0,0,0,0,1,-1,0,0,2,-1,2,2,1,1,3,-1,4,2,0,3,2,1,0,3,2,3,5,-1,2,5,0,2,5,0,3,6,2,3,6,12,20,-3,-1,0,-1,0,-1,0,-1,-3,0,-3,-2,0,-1,0,0,-2,-1,0,0,-2,0,1,1,-1,1,-1,1,1,2,-1,1,3,-1,-3,2,-1,0,2,2,0,1,0,0,2,0,0,0,1,2,1,0,0,3,0,1,2,1,0,2,0,1,2,0,1,3,4,10,0,0,-2,1,0,-3,1,0,-2,-1,0,-1,-1,-1,-2,0,-2,-2,1,0,-2,0,-2,-1,1,-1,-3,1,-2,0,-1,-2,0,2,0,-2,0,1,-2,-1,1,0,1,1,-1,2,0,0,1,0,2,0,-1,0,0,1,1,1,3,1,0,1,1,-1,0,1,2,1,1,0,0,0,-1,0,-1,0,0,-1,0,-1,-1,0,-3,0,1,1,0,-2,1,-1,-1,0,1,-1,0,0,-2,2,1,-1,0,1,-2,1,1,0,-1,1,0,2,0,3,2,0,1,2,2,0,5,1,2,4,1,5,4,1,1,2,0,3,4,0,2,3,6,14
MK10_216_228,1,2,4,-1,3,3,2,4,3,0,2,9,2,3,8,1,4,6,2,4,6,2,5,11,2,4,11,2,6,11,2,5,11,3,7,13,1,5,14,3,7,11,3,7,15,2,6,12,3,8,13,3,8,14,3,7,15,4,6,13,3,8,16,1,2,9,15,26,1,1,1,1,2,4,0,2,2,0,2,3,2,3,1,-1,1,5,0,1,5,-1,2,6,-1,3,3,0,3,1,0,3,5,0,4,3,0,-1,6,2,3,7,2,3,8,0,2,8,1,2,8,-1,5,7,1,2,9,1,1,8,0,4,7,-1,1,3,3,11,1,0,1,0,2,0,2,1,3,1,2,4,-1,2,-1,1,0,2,0,0,2,-1,0,3,0,1,0,1,0,3,2,3,4,0,1,3,0,0,4,1,3,6,1,2,4,1,3,4,0,1,3,1,1,3,1,2,7,1,0,5,2,3,2,1,1,3,3,9,-1,0,0,1,2,2,2,1,4,1,3,3,1,3,2,2,2,6,1,4,5,2,2,6,1,3,8,1,4,5,1,3,4,0,4,8,2,5,10,2,4,9,3,4,5,2,7,8,2,4,10,3,6,9,3,4,11,3,2,8,2,5,8,-2,1,5,8,18
PDCD1_221_229_FS219_220KK,-1,1,3,0,1,-1,0,2,-1,-1,1,2,0,2,5,2,3,6,1,2,3,2,1,6,1,4,8,1,2,7,2,3,7,3,2,10,1,4,11,1,5,15,2,5,10,4,6,12,1,6,13,2,7,11,4,7,14,3,9,15,4,6,15,1,4,6,17,39,0,2,1,0,0,-1,1,1,-1,0,1,1,-1,0,0,0,-3,2,-1,-1,2,-1,1,2,0,0,2,0,2,3,1,1,2,1,0,3,1,3,7,-1,1,5,2,3,3,0,0,4,1,3,-1,-1,2,4,1,1,5,1,3,4,0,2,5,0,2,3,7,17,0,2,1,-1,-1,-1,0,0,0,-1,1,1,0,0,-2,1,1,2,1,1,3,-1,0,3,0,2,0,0,0,3,1,1,3,1,2,-1,2,0,4,1,3,4,0,2,5,1,3,5,1,2,3,1,1,3,2,2,1,0,3,4,0,1,3,2,0,3,6,10,0,2,3,-1,0,0,1,0,-1,1,1,2,0,0,1,-2,0,3,0,-1,2,0,2,1,1,2,5,-1,2,4,2,4,4,1,0,6,1,1,5,1,3,6,1,2,9,2,4,7,1,4,8,2,3,8,0,3,9,2,2,9,2,4,7,2,2,4,9,15
ANXA2_17_29,0,3,0,2,0,3,0,1,4,1,3,5,1,-1,5,1,1,8,2,2,5,2,3,6,0,4,7,-1,6,8,-1,3,9,2,6,12,4,5,13,2,5,13,3,9,14,3,7,16,2,7,18,3,8,15,3,10,13,3,9,16,3,9,20,2,5,10,20,42,1,-2,0,-1,0,0,1,2,0,0,1,1,0,0,1,0,0,1,0,-1,-1,-1,2,-2,-2,0,1,1,0,4,-1,0,3,0,2,0,2,1,2,0,2,4,0,0,5,2,0,3,2,1,4,1,2,7,3,1,7,2,3,5,0,5,7,2,2,-1,8,14,0,0,0,0,0,-1,2,1,0,0,1,0,0,0,2,0,2,1,1,-1,0,0,-2,1,2,1,2,0,0,2,0,1,2,1,-2,-1,-2,1,2,1,2,0,1,2,4,0,1,3,1,2,0,1,1,5,1,3,4,0,3,-3,0,2,3,1,1,3,6,10,1,1,1,-1,0,0,1,1,-1,1,3,1,1,1,4,-1,3,1,0,3,0,0,2,4,0,3,5,0,2,4,1,2,7,1,3,8,2,2,5,2,5,4,1,4,7,2,4,8,0,4,12,2,3,9,3,6,11,4,4,13,4,8,11,2,1,6,10,30
MPZL1_236_246,0,0,0,0,0,4,2,3,6,2,6,12,3,7,15,2,9,16,4,10,22,6,14,28,8,15,35,10,20,37,8,20,43,9,22,47,9,26,49,10,25,53,13,29,60,13,28,56,11,31,65,12,33,68,13,35,69,13,37,74,16,38,78,9,16,39,83,176,1,0,0,0,0,2,0,0,2,1,1,4,1,1,4,0,4,2,1,3,8,3,3,7,3,5,9,2,6,12,2,6,12,3,7,16,3,6,14,3,4,14,2,10,19,5,11,18,3,8,20,3,10,25,6,10,24,4,10,28,7,14,28,2,8,16,39,76,0,-1,0,-1,1,1,1,1,0,-1,-1,0,1,3,1,-1,0,0,1,2,2,1,3,4,1,2,5,2,2,6,2,3,4,1,4,6,2,4,6,2,6,11,1,1,10,1,5,9,3,5,8,4,3,10,2,7,13,1,7,14,4,8,17,2,3,9,13,30,-2,-1,1,0,1,0,0,0,1,0,2,5,1,2,4,1,5,6,2,5,8,2,7,11,3,9,15,2,9,14,3,8,18,3,10,19,4,11,25,3,10,28,7,14,28,7,17,27,5,19,36,6,14,29,7,19,37,5,20,40,6,22,43,3,8,22,40,76
